Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
Cabo Verde,Africa,2008.0,23.1,27.5,135.0125,4.25,98.0,96.0,24.0,99.0,99.0,0.27,3079.0,0.48,7.8,7.8,4.8,0.0,1.0,70.8,8.0323601479245,-0.7339691750802004,4.905367366744592
Cabo Verde,Africa,2009.0,22.7,27.0,134.1865,4.2,98.0,96.0,24.0,99.0,99.0,0.26,3004.0,0.49,7.6,7.6,5.0,0.0,1.0,70.9,8.007700012884026,-0.7133498878774648,4.899230623352265
Cabo Verde,Africa,2010.0,22.1,26.3,133.3605,4.93,98.0,94.0,24.0,99.0,99.0,0.26,3011.0,0.49,7.4,7.4,5.1,0.0,1.0,71.1,8.010027528481734,-0.7133498878774648,4.89305598768566
Cabo Verde,Africa,2011.0,21.3,25.2,132.5345,5.09,90.0,99.0,24.0,90.0,90.0,0.25,3091.0,0.5,7.3,7.2,5.3,0.0,1.0,71.2,8.036249942132116,-0.6931471805599453,4.886842988892466
Cabo Verde,Africa,2012.0,20.3,24.0,131.7085,4.93,94.0,94.0,24.0,94.0,94.0,0.24,3085.0,0.51,7.1,7.1,5.4,0.0,1.0,71.4,8.034306936339489,-0.6733445532637656,4.880591147289206
Cabo Verde,Africa,2013.0,19.2,22.5,129.522,3.73,94.0,89.0,24.0,93.0,93.0,0.26,3070.0,0.51,6.9,6.9,5.6,0.0,1.0,71.7,8.029432840581244,-0.6733445532637656,4.863850750880795
Cabo Verde,Africa,2014.0,17.9,21.0,127.3355,4.31,97.0,79.0,24.0,95.0,95.0,0.26,3050.0,0.52,6.8,6.7,5.8,0.0,1.0,71.9,8.022896869601457,-0.6539264674066639,4.846825335500506
Cabo Verde,Africa,2015.0,16.7,19.5,125.149,4.54,96.0,95.0,25.0,93.0,93.0,0.26,3043.0,0.52,6.6,6.6,5.9,0.0,1.0,72.1,8.02059914989697,-0.6539264674066639,4.829505027434354
Cambodia,Asia,2000.0,79.2,106.3,259.469,0.6,84.0,48.0,21.0,62.0,59.0,0.81,487.0,12.16,11.6,11.9,3.2,0.0,1.0,58.4,6.18826412308259,2.498151876538021,5.558637234969006
Cambodia,Asia,2001.0,73.4,96.6,251.68,0.62,84.0,48.0,21.0,59.0,60.0,0.6,516.0,12.41,11.6,11.8,3.3,0.0,1.0,59.3,6.246106765481563,2.5185025992165158,5.528158439309967
Cambodia,Asia,2002.0,67.3,86.7,243.8905,0.75,84.0,48.0,21.0,54.0,54.0,0.51,539.0,12.64,11.6,11.8,3.3,0.0,1.0,60.3,6.289715570908998,2.5368663887187113,5.496719354073784
Cambodia,Asia,2003.0,61.8,78.0,236.439,0.84,84.0,48.0,21.0,69.0,69.0,0.45,575.0,12.86,11.6,11.7,3.4,0.0,1.0,61.2,6.354370040797351,2.554121718809473,5.465690246544416
Cambodia,Asia,2004.0,56.9,70.7,228.9875,0.9,84.0,48.0,21.0,86.0,85.0,0.4,625.0,13.07,11.6,11.7,3.5,0.0,1.0,62.2,6.437751649736401,2.570319527636131,5.433667416911578
Cambodia,Asia,2005.0,52.8,64.7,221.5355,1.1,84.0,48.0,21.0,82.0,82.0,0.35,696.0,13.27,11.5,11.6,3.5,0.0,1.0,63.1,6.54534966033442,2.5855058483441162,5.4005828475235464
Cambodia,Asia,2006.0,49.3,59.7,214.084,1.18,80.0,48.0,21.0,80.0,80.0,0.3,760.0,13.48,11.4,11.6,3.6,0.0,1.0,63.9,6.633318433280377,2.601207105484161,5.366368461369195
Cambodia,Asia,2007.0,46.2,55.4,206.6325,1.29,82.0,48.0,21.0,82.0,82.0,0.25,825.0,13.68,11.3,11.5,3.7,0.0,1.0,64.7,6.715383386334681,2.615934912194404,5.3309418531230985
Cambodia,Asia,2008.0,43.2,51.3,202.626,1.35,91.0,49.0,21.0,91.0,91.0,0.22,867.0,13.88,11.2,11.4,3.9,0.0,1.0,65.4,6.7650389767805414,2.6304489550786583,5.311361915268832
Cambodia,Asia,2009.0,40.2,47.5,198.62,1.42,92.0,47.0,22.0,95.0,94.0,0.19,855.0,14.09,11.1,11.4,3.7,0.0,1.0,66.0,6.75110146893676,2.645465325910589,5.291393451475212
Cambodia,Asia,2010.0,37.3,43.8,194.613,2.16,89.0,48.0,22.0,90.0,89.0,0.16,892.0,14.31,11.0,11.3,4.4,0.0,1.0,66.6,6.79346613258001,2.6609585935683597,5.271012971220534
Cambodia,Asia,2011.0,34.6,40.5,190.6065,2.4,88.0,52.0,22.0,91.0,88.0,0.13,940.0,14.54,11.0,11.2,4.4,0.0,1.0,67.0,6.84587987526405,2.6769034721053733,5.250211093471772
Cambodia,Asia,2012.0,32.3,37.7,186.6,2.52,86.0,41.0,22.0,90.0,86.0,0.12,993.0,14.78,11.0,11.2,4.5,0.0,1.0,67.5,6.900730664045173,2.6932749155200555,5.228967288413243
Cambodia,Asia,2013.0,30.3,35.3,182.9515,2.8,83.0,52.0,22.0,71.0,83.0,0.11,1048.0,15.03,11.0,11.1,4.6,0.0,1.0,67.9,6.954638864880987,2.710048203764883,5.209221090393069
Cambodia,Asia,2014.0,28.7,33.4,179.3025,3.07,88.0,62.0,22.0,92.0,88.0,0.11,1105.0,15.27,1.9,11.0,4.7,0.0,1.0,68.3,7.007600613951853,2.725890119230541,5.189074323625985
Cambodia,Asia,2015.0,27.3,31.8,175.654,3.34,89.0,61.0,22.0,92.0,89.0,0.1,1163.0,15.52,1.9,1.9,4.7,0.0,1.0,68.6,7.0587581525186645,2.7421295147550726,5.1685161510116115
Cameroon,Africa,2000.0,87.6,143.9,411.085,3.89,81.0,64.0,23.0,57.0,62.0,4.22,1107.0,15.51,7.7,7.8,4.8,0.0,1.0,51.0,7.009408932708637,2.7414849771884473,6.018800005765514
Cameroon,Africa,2001.0,85.8,140.9,410.6215,4.38,81.0,64.0,23.0,61.0,63.0,3.91,1124.0,15.93,7.5,7.7,4.9,0.0,1.0,51.2,7.024649030453636,2.768204123921957,6.017671865610464
Cameroon,Africa,2002.0,83.7,137.5,410.158,4.54,81.0,64.0,23.0,66.0,66.0,3.58,1144.0,16.36,7.4,7.5,5.1,0.0,1.0,51.5,7.042286171939743,2.794839331174601,6.016542451317663
Cameroon,Africa,2003.0,81.7,134.0,402.4095,4.6,81.0,64.0,23.0,72.0,73.0,3.26,1175.0,16.8,7.2,7.3,5.1,0.0,1.0,51.9,7.069023426578259,2.8213788864092133,5.997470226856757
Cameroon,Africa,2004.0,79.7,130.6,394.661,4.69,81.0,64.0,24.0,72.0,73.0,2.99,1224.0,17.26,7.0,7.1,5.1,0.0,1.0,52.3,7.1098794630722715,2.848391685655282,5.978027168564655
Cameroon,Africa,2005.0,78.1,127.5,386.9125,4.9,79.0,64.0,24.0,79.0,80.0,2.76,1218.0,17.73,6.9,7.0,5.1,0.0,1.0,52.8,7.1049654482698426,2.8752581200861167,5.958198569274518
Cameroon,Africa,2006.0,76.2,124.2,379.164,5.1,81.0,64.0,24.0,78.0,81.0,2.57,1230.0,18.22,6.7,6.8,5.2,0.0,1.0,53.2,7.114769448366463,2.9025198918318122,5.937968829165231
Cameroon,Africa,2007.0,74.6,121.0,371.415,5.22,82.0,64.0,24.0,81.0,82.0,2.43,1249.0,18.73,6.6,6.6,5.2,0.0,1.0,53.7,7.130098510125578,2.930126516455997,5.917320035825176
Cameroon,Africa,2008.0,72.7,117.6,368.451,5.5,84.0,64.0,24.0,82.0,84.0,2.27,1249.0,19.25,6.4,6.5,5.2,0.0,1.0,54.2,7.130098510125578,2.9575110607337933,5.909307731281791
Cameroon,Africa,2009.0,71.1,114.3,365.4865,5.72,80.0,64.0,24.0,79.0,80.0,2.13,1247.0,19.79,6.3,6.3,5.2,0.0,1.0,54.6,7.1284959456800365,2.9851767596144745,5.901229342803179
Cameroon,Africa,2010.0,68.6,110.1,362.5215,5.88,84.0,64.0,24.0,83.0,84.0,1.87,1248.0,20.34,6.1,6.2,5.3,0.0,1.0,55.1,7.129297548929373,3.012589390620414,5.893083782880768
Cameroon,Africa,2011.0,66.6,105.8,359.557,5.9,82.0,64.0,24.0,80.0,82.0,1.73,1255.0,20.91,6.0,6.0,5.5,0.0,1.0,55.6,7.134890851565884,3.0402275134405423,5.884872718139409
Cameroon,Africa,2012.0,64.2,101.3,356.5925,6.42,85.0,64.0,24.0,85.0,85.0,1.55,1278.0,21.49,5.9,5.9,5.7,0.0,1.0,56.1,7.15305163493748,3.067587710654419,5.876593673239273
Cameroon,Africa,2013.0,61.6,96.7,351.1035,6.56,89.0,64.0,24.0,88.0,89.0,1.31,1306.0,22.08,5.8,5.8,5.9,0.0,1.0,56.6,7.174724309836376,3.0946722214088944,5.861081051794594
Cameroon,Africa,2014.0,59.5,92.4,345.615,4.7,87.0,64.0,24.0,84.0,87.0,1.24,1344.0,22.68,5.7,5.7,6.0,0.0,1.0,57.1,7.203405521083095,3.121483478859551,5.845325438765805
Cameroon,Africa,2015.0,57.0,88.0,340.1265,4.55,84.0,64.0,24.0,77.0,84.0,1.12,1383.0,23.3,5.6,5.5,6.1,0.0,1.0,57.6,7.232010331664759,3.1484533605716547,5.829317607237016
Canada,North America,2000.0,5.3,6.2,80.9805,7.6,14.0,84.0,26.0,88.0,89.0,0.1,34122.0,30.69,0.5,0.5,11.0,1.0,0.0,79.1,10.437697616534855,3.4239368686316447,4.394208384948994
Canada,North America,2001.0,5.3,6.2,79.395,7.6,14.0,84.0,26.0,88.0,89.0,0.1,34227.0,31.02,0.5,0.4,11.2,1.0,0.0,79.3,10.440770085264479,3.4346321577483927,4.374435393978061
Canada,North America,2002.0,5.3,6.2,78.1635,7.7,14.0,85.0,26.0,88.0,88.0,0.1,35016.0,31.36,0.5,0.4,11.5,1.0,0.0,79.5,10.463560378870731,3.445533195482207,4.358802786670523
Canada,North America,2003.0,5.3,6.2,77.6255,7.7,14.0,84.0,27.0,88.0,91.0,0.1,36024.0,31.64,0.5,0.4,11.7,1.0,0.0,79.7,10.491940661981408,3.4544221428994533,4.351895981456731
Canada,North America,2004.0,5.3,6.1,75.8795,7.8,14.0,84.0,27.0,91.0,91.0,0.1,37086.0,31.94,0.5,0.4,12.0,1.0,0.0,79.9,10.520994818887328,3.4638591427868666,4.329146555693495
Canada,North America,2005.0,5.2,6.1,75.7275,8.0,14.0,85.0,27.0,93.0,93.0,0.1,38573.0,32.24,0.5,0.4,12.2,1.0,0.0,80.2,10.560307828836057,3.4732079176384274,4.327141370564449
Canada,North America,2006.0,5.2,6.0,73.8445,8.2,14.0,84.0,27.0,95.0,95.0,0.1,39776.0,32.57,0.5,0.4,12.3,1.0,0.0,80.3,10.591018994310438,3.4833916192881422,4.301961530916222
Canada,North America,2007.0,5.1,6.0,73.6155,8.3,14.0,85.0,27.0,99.0,94.0,0.1,42097.0,32.89,0.5,0.4,12.4,1.0,0.0,80.5,10.647731758224072,3.4931686602009657,4.298855601388309
Canada,North America,2008.0,5.1,5.9,72.9125,8.4,28.0,85.0,27.0,96.0,92.0,0.1,42064.0,33.25,0.5,0.4,12.4,1.0,0.0,80.7,10.646947546969663,3.5040547671018634,4.289260092079756
Canada,North America,2009.0,5.0,5.8,71.2685,8.4,42.0,84.0,27.0,93.0,91.0,0.1,40368.0,33.63,0.5,0.4,12.5,1.0,0.0,81.0,10.605792670880838,3.515418525752178,4.266454434568567
Canada,North America,2010.0,5.0,5.7,69.0295,8.4,56.0,85.0,27.0,90.0,89.0,0.1,41155.0,34.0,0.5,0.4,12.6,1.0,0.0,81.2,10.625100705406744,3.5263605246161616,4.23453394946157
Canada,North America,2011.0,4.9,5.7,67.7935,8.2,70.0,85.0,27.0,87.0,87.0,0.1,42037.0,34.34,0.5,0.5,12.7,1.0,0.0,81.4,10.646305461835654,3.5363108554693294,4.2164663201440185
Canada,North America,2012.0,4.9,5.6,67.445,8.3,70.0,83.0,27.0,91.0,95.0,0.1,42316.0,34.71,0.5,0.5,12.8,1.0,0.0,81.6,10.652920544106665,3.547027829873695,4.211312450921643
Canada,North America,2013.0,4.8,5.5,66.0915,8.2,55.0,86.0,27.0,91.0,91.0,0.1,42846.0,35.08,0.5,0.5,12.9,1.0,0.0,81.7,10.665367570777166,3.5576311675039825,4.1910401455479995
Canada,North America,2014.0,4.7,5.4,66.418,8.1,55.0,86.0,27.0,91.0,91.0,0.1,43635.0,35.44,0.5,0.5,13.0,1.0,0.0,81.8,10.683614859597412,3.56784112573688,4.1959681040830175
Canada,North America,2015.0,4.7,5.4,65.9695,8.0,55.0,86.0,27.0,91.0,91.0,0.1,43596.0,35.7,0.6,0.5,13.1,1.0,0.0,81.9,10.682720682009203,3.5751506887855933,4.189192514003389
Central African Republic,Africa,2000.0,109.9,168.9,531.4845,1.68,45.0,64.0,22.0,38.0,37.0,4.38,460.0,3.64,1.5,1.5,2.9,0.0,1.0,44.2,6.131226489483141,1.2919836816486494,6.2756740346098185
Central African Republic,Africa,2001.0,109.2,167.4,541.331,1.67,45.0,64.0,22.0,40.0,40.0,3.88,470.0,3.72,1.4,1.4,2.9,0.0,1.0,44.1,6.152732694704104,1.3137236682850553,6.294030921699396
Central African Republic,Africa,2002.0,108.5,165.8,551.1775,1.6,45.0,64.0,22.0,42.0,44.0,3.64,477.0,3.8,1.2,1.2,3.0,0.0,1.0,44.1,6.1675164908883415,1.33500106673234,6.312056898837262
Central African Republic,Africa,2003.0,107.7,164.2,542.026,1.61,45.0,64.0,22.0,44.0,47.0,3.29,442.0,3.88,1.0,1.1,3.1,0.0,1.0,44.2,6.091309882077698,1.355835153635182,6.295313970768804
Central African Republic,Africa,2004.0,106.9,162.5,532.8745,1.6,45.0,64.0,22.0,45.0,51.0,3.09,459.0,3.96,9.9,9.9,3.2,0.0,1.0,44.4,6.129050210060545,1.3762440252663892,6.278285936778577
Central African Republic,Africa,2005.0,106.1,160.8,523.723,1.57,45.0,64.0,22.0,47.0,54.0,3.05,455.0,4.04,9.7,9.7,3.3,0.0,1.0,44.7,6.12029741895095,1.3962446919730587,6.260962918594884
Central African Republic,Africa,2006.0,104.8,158.3,514.5715,1.7,45.0,64.0,22.0,47.0,51.0,2.69,467.0,4.12,9.6,9.6,3.3,0.0,1.0,45.2,6.1463292576688975,1.415853163361435,6.24333451549235
Central African Republic,Africa,2007.0,103.7,155.6,505.4205,1.69,45.0,64.0,22.0,46.0,48.0,2.47,479.0,4.2,9.4,9.4,3.4,0.0,1.0,45.6,6.171700597410915,1.4350845252893227,6.225390756062625
Central African Republic,Africa,2008.0,102.5,152.8,494.9685,1.73,45.0,64.0,22.0,46.0,45.0,2.28,480.0,4.27,9.3,9.2,3.4,0.0,1.0,46.2,6.173786103901937,1.451613827240533,6.204494124180175
Central African Republic,Africa,2009.0,100.6,148.9,484.5165,1.66,42.0,64.0,22.0,45.0,42.0,2.02,514.0,4.34,9.1,9.1,3.5,0.0,1.0,46.7,6.2422232654551655,1.4678743481123135,6.183151486478492
Central African Republic,Africa,2010.0,99.0,145.0,474.065,1.96,45.0,64.0,22.0,46.0,45.0,1.9,532.0,4.39,9.0,8.9,3.6,0.0,1.0,47.3,6.2766434893416445,1.47932922708708,6.161344443095195
Central African Republic,Africa,2011.0,96.7,140.5,463.613,1.97,47.0,64.0,23.0,47.0,47.0,1.78,550.0,4.42,8.8,8.8,3.7,0.0,1.0,48.0,6.309918278226516,1.4861396960896067,6.139050152487457
Central African Republic,Africa,2012.0,94.5,136.2,453.1605,1.96,47.0,64.0,23.0,47.0,47.0,1.59,576.0,4.44,8.7,8.6,3.8,0.0,1.0,48.6,6.3561076606958915,1.4906543764441336,6.116246367367729
Central African Republic,Africa,2013.0,93.0,132.5,439.1325,1.7,23.0,64.0,23.0,23.0,23.0,1.53,365.0,4.45,8.5,8.5,4.0,0.0,1.0,49.4,5.8998973535824915,1.4929040961781488,6.084801189859439
Central African Republic,Africa,2014.0,90.5,128.2,425.1035,1.88,47.0,64.0,23.0,50.0,47.0,1.33,364.0,4.46,8.4,8.3,4.1,0.0,1.0,50.1,5.8971538676367405,1.4951487660319727,6.052332668687708
Central African Republic,Africa,2015.0,87.9,123.3,411.0745,0.9,47.0,64.0,23.0,51.0,47.0,1.12,377.0,4.49,8.2,8.2,4.2,0.0,1.0,50.9,5.932245187448011,1.501852701754163,6.018774463276495
Chad,Africa,2000.0,99.7,184.0,406.9915,0.3,27.0,64.0,21.0,30.0,36.0,1.39,375.0,8.36,11.5,11.4,1.4,0.0,1.0,47.7,5.926926025970411,2.1234584270966104,6.008792300703626
Chad,Africa,2001.0,98.2,180.5,410.016,0.34,27.0,64.0,21.0,26.0,26.0,1.27,403.0,8.68,11.3,11.2,1.4,0.0,1.0,47.8,5.998936561946683,2.1610215286722587,6.016196183327166
Chad,Africa,2002.0,96.8,177.1,413.041,0.4,27.0,64.0,21.0,31.0,25.0,1.21,421.0,9.02,11.1,11.0,1.4,0.0,1.0,47.9,6.042632833682381,2.199444334074532,6.023546861641482
Chad,Africa,2003.0,95.3,173.8,410.124,0.46,27.0,64.0,21.0,36.0,23.0,1.11,465.0,9.37,1.9,1.8,1.4,0.0,1.0,48.1,6.142037405587356,2.2375130962503307,6.016459552997281
Chad,Africa,2004.0,93.9,170.4,407.207,0.42,27.0,64.0,21.0,31.0,21.0,1.04,598.0,9.73,1.7,1.6,1.4,0.0,1.0,48.3,6.393590753950631,2.2752138961979136,6.009321655658302
Chad,Africa,2005.0,92.4,166.9,404.29,0.46,27.0,64.0,21.0,37.0,25.0,0.96,676.0,10.1,1.5,1.4,1.5,0.0,1.0,48.5,6.516193076042964,2.312535423847214,6.002132442232496
Chad,Africa,2006.0,90.8,163.3,401.3725,0.49,27.0,64.0,21.0,49.0,40.0,0.91,657.0,10.46,1.3,1.2,1.6,0.0,1.0,48.9,6.48768401848461,2.347558458636777,5.994889923801056
Chad,Africa,2007.0,89.2,159.6,398.4555,0.58,27.0,64.0,22.0,38.0,28.0,0.84,656.0,10.82,1.0,1.0,1.7,0.0,1.0,49.3,6.486160788944089,2.3813962734183356,5.987595823237008
Chad,Africa,2008.0,87.5,155.7,393.0275,0.64,17.0,64.0,22.0,30.0,19.0,0.77,654.0,11.18,9.8,9.7,1.8,0.0,1.0,49.8,6.483107351457199,2.414126467726953,5.973879583975863
Chad,Africa,2009.0,85.8,151.7,387.5995,0.67,24.0,64.0,22.0,32.0,24.0,0.67,659.0,11.56,9.6,9.5,1.8,0.0,1.0,50.3,6.490723534502507,2.4475508632442313,5.959972590026099
Chad,Africa,2010.0,84.1,147.7,382.1715,0.55,39.0,64.0,22.0,43.0,39.0,0.64,724.0,11.95,9.4,9.3,1.9,0.0,1.0,50.9,6.584791392385716,2.4807312783775197,5.945869460736965
Chad,Africa,2011.0,82.3,143.7,376.7435,0.6,33.0,64.0,22.0,40.0,33.0,0.56,701.0,12.36,9.2,9.1,2.0,0.0,1.0,51.4,6.55250788703459,2.514465452029545,5.9315645845376
Chad,Africa,2012.0,80.6,139.8,371.3155,0.63,40.0,64.0,22.0,51.0,40.0,0.54,738.0,12.78,9.0,8.9,2.1,0.0,1.0,51.9,6.6039438246004725,2.5478814489493886,5.917052105531226
Chad,Africa,2013.0,78.9,135.9,368.599,0.65,39.0,64.0,22.0,46.0,39.0,0.48,754.0,13.22,8.8,8.7,2.1,0.0,1.0,52.4,6.625392368007956,2.5817308344235403,5.909709332264056
Chad,Africa,2014.0,77.3,132.3,365.883,0.68,37.0,64.0,22.0,44.0,37.0,0.42,780.0,13.66,8.7,8.5,2.2,0.0,1.0,52.8,6.659293919683638,2.614471854142644,5.9023136101641915
Chad,Africa,2015.0,75.7,128.7,363.167,0.66,46.0,64.0,22.0,52.0,46.0,0.42,776.0,14.11,8.5,8.4,2.3,0.0,1.0,53.1,6.654152520183219,2.6468837658647226,5.894862783568369
Chile,South America,2000.0,9.2,10.9,108.8855,6.24,94.0,96.0,27.0,91.0,91.0,0.15,8556.0,15.34,1.1,1.1,8.8,0.0,1.0,76.4,9.054388070202297,2.73046379593911,4.690296871395105
Chile,South America,2001.0,8.7,10.3,106.8675,6.1,94.0,96.0,27.0,96.0,97.0,0.14,8727.0,15.52,1.0,1.0,9.0,0.0,1.0,76.6,9.074176947163311,2.7421295147550726,4.671589749355917
Chile,South America,2002.0,8.3,9.8,104.85,6.06,94.0,96.0,27.0,97.0,97.0,0.14,8910.0,15.68,1.0,1.0,9.2,0.0,1.0,76.9,9.094929520464856,2.7523860149222616,4.652530757347929
Chile,South America,2003.0,8.1,9.5,103.6575,6.37,94.0,96.0,27.0,96.0,96.0,0.14,9233.0,15.85,1.0,1.0,9.4,0.0,1.0,77.1,9.130539301772627,2.7631695003232895,4.641092195164155
Chile,South America,2004.0,7.9,9.3,102.465,6.32,94.0,96.0,27.0,94.0,93.0,0.14,9748.0,16.01,0.9,1.0,9.6,0.0,1.0,77.4,9.184817414745098,2.7732135270086236,4.629521276851922
Chile,South America,2005.0,7.7,9.1,101.273,7.57,94.0,96.0,27.0,92.0,91.0,0.15,10210.0,16.18,0.9,1.0,9.5,0.0,1.0,77.6,9.231122911158712,2.7837759116303458,4.617819840683437
Chile,South America,2006.0,7.6,9.0,100.081,7.33,95.0,95.0,27.0,94.0,94.0,0.15,10714.0,16.35,0.9,0.9,9.5,0.0,1.0,77.9,9.279306576440906,2.7942278973432626,4.6059798581151306
Chile,South America,2007.0,7.6,8.9,98.8885,7.39,92.0,95.0,27.0,95.0,96.0,0.16,11148.0,16.53,0.9,0.9,9.4,0.0,1.0,78.1,9.319015388601839,2.805176911832933,4.593992952797964
Chile,South America,2008.0,7.6,8.9,97.824,7.31,95.0,89.0,27.0,95.0,95.0,0.17,11447.0,16.71,0.9,0.9,9.9,0.0,1.0,78.3,9.345482965918476,2.8160073426073025,4.583169945708424
Chile,South America,2009.0,7.5,8.8,96.76,7.67,94.0,89.0,27.0,94.0,94.0,0.17,11200.0,16.89,0.8,0.9,9.9,0.0,1.0,78.6,9.323669057283185,2.826721730819709,4.572233685741827
Chile,South America,2010.0,7.4,8.7,95.6955,7.55,92.0,84.0,27.0,92.0,92.0,0.18,11733.0,17.06,0.8,0.9,9.8,0.0,1.0,78.8,9.370160663423624,2.836736542063533,4.561171275409769
Chile,South America,2011.0,7.3,8.5,94.631,7.02,94.0,77.0,28.0,93.0,94.0,0.18,12339.0,17.23,0.8,0.8,9.8,0.0,1.0,79.0,9.420520256898534,2.8466520505398383,4.549985117937623
Chile,South America,2012.0,7.2,8.4,93.5665,8.35,90.0,74.0,28.0,90.0,90.0,0.19,12973.0,17.4,0.8,0.8,9.9,0.0,1.0,79.2,9.470625553571013,2.856470206220483,4.538672413437008
Chile,South America,2013.0,7.1,8.3,92.0,7.23,90.0,78.0,28.0,90.0,91.0,0.19,13272.0,17.57,0.8,0.8,9.9,0.0,1.0,79.3,9.493411831870281,2.866192902199006,4.5217885770490405
Chile,South America,2014.0,6.9,8.1,90.433,7.92,95.0,88.0,28.0,95.0,95.0,0.19,13367.0,17.76,0.8,0.8,10.1,0.0,1.0,79.5,9.500544261971474,2.876948737564024,4.504609245033477
Chile,South America,2015.0,6.7,7.9,88.8665,7.89,97.0,89.0,28.0,96.0,96.0,0.19,13495.0,17.97,0.8,0.8,10.3,0.0,1.0,79.6,9.510074525452104,2.8887037007954675,4.487135243605873
China,Asia,2000.0,29.9,36.7,112.89,3.01,60.0,89.0,22.0,86.0,85.0,0.1,2194.0,1262.65,5.9,5.1,6.5,0.0,1.0,71.4,7.693481640835175,7.140967965973131,4.726413893273455
China,Asia,2001.0,27.8,34.1,109.9355,2.81,65.0,89.0,23.0,86.0,86.0,0.1,2360.0,1271.85,5.7,5.0,6.5,0.0,1.0,71.7,7.7664168980196555,7.1482278124181216,4.699893830177665
China,Asia,2002.0,25.6,31.5,106.982,2.88,70.0,88.0,23.0,86.0,86.0,0.1,2558.0,1280.4,5.5,4.9,6.6,0.0,1.0,72.1,7.846980982138788,7.154927808095708,4.672660596011546
China,Asia,2003.0,23.4,28.8,105.496,2.89,75.0,89.0,23.0,87.0,86.0,0.1,2797.0,1288.4,5.3,4.7,6.7,0.0,1.0,72.4,7.936302693201959,7.161156417457044,4.658673037505398
China,Asia,2004.0,21.4,26.3,104.0095,2.96,79.0,90.0,23.0,87.0,87.0,0.1,3062.0,1296.08,5.1,4.6,6.8,0.0,1.0,72.7,8.026823576217629,7.167099603402162,4.644482241123413
China,Asia,2005.0,19.4,24.0,102.5235,2.92,84.0,84.0,23.0,87.0,87.0,0.1,3391.0,1303.72,5.0,4.4,6.9,0.0,1.0,73.0,8.128880142125638,7.172976995503735,4.630092040593187
China,Asia,2006.0,17.7,21.9,101.037,3.28,91.0,94.0,23.0,94.0,93.0,0.1,3801.0,1311.02,4.8,4.3,6.9,0.0,1.0,73.3,8.24301946898925,7.178560739177465,4.615486786390042
China,Asia,2007.0,16.2,20.1,99.551,3.89,92.0,92.0,23.0,94.0,93.0,0.1,4319.0,1317.89,4.7,4.1,7.0,0.0,1.0,73.6,8.3707791729607,7.183787251791934,4.600670075663168
China,Asia,2008.0,14.8,18.5,97.3465,4.27,95.0,95.0,23.0,99.0,97.0,0.1,4712.0,1324.66,4.5,4.0,7.0,0.0,1.0,73.8,8.457867725331422,7.1889111017183565,4.578276778424076
China,Asia,2009.0,13.6,17.0,95.1415,4.88,99.0,98.0,23.0,99.0,99.0,0.1,5129.0,1331.26,4.4,3.8,7.1,0.0,1.0,74.1,8.542665987389269,7.193881141166612,4.5553652571190755
China,Asia,2010.0,12.5,15.8,92.937,5.75,99.0,99.0,23.0,99.0,99.0,0.1,5647.0,1337.71,4.2,3.6,7.3,0.0,1.0,74.4,8.638879709672837,7.198714475791279,4.531921844246251
China,Asia,2011.0,11.5,14.6,90.7325,5.36,99.0,99.0,23.0,99.0,99.0,0.1,6153.0,1345.04,4.1,3.5,7.4,0.0,1.0,74.7,8.724695046740491,7.204179031370673,4.507915617083861
China,Asia,2012.0,10.6,13.5,88.5285,5.52,99.0,99.0,23.0,99.0,99.0,0.1,6592.0,1354.19,3.9,3.3,7.5,0.0,1.0,75.0,8.793612071589308,7.210958768590666,4.483324534070403
China,Asia,2013.0,9.8,12.5,86.4435,5.62,99.0,99.0,24.0,99.0,99.0,0.1,7056.0,1363.24,3.8,3.2,7.5,0.0,1.0,75.3,8.861633597686627,7.217619498367567,4.459491021332617
China,Asia,2014.0,9.0,11.6,84.358,5.65,99.0,99.0,24.0,99.0,99.0,0.1,7533.0,1371.86,3.7,3.0,7.6,0.0,1.0,75.6,8.927048647825695,7.223922762262986,4.435069647411092
China,Asia,2015.0,8.3,10.7,82.273,5.66,99.0,99.0,24.0,99.0,99.0,0.1,8016.0,1379.86,3.6,2.9,7.7,0.0,1.0,75.9,8.989194823324645,7.229737323729562,4.410042985813188
Colombia,South America,2000.0,21.2,25.1,170.6395,4.52,78.0,84.0,25.0,82.0,79.0,0.26,3962.0,39.63,2.6,2.3,6.5,0.0,1.0,72.9,8.284504227258497,3.679586407202344,5.139553144013467
Colombia,South America,2001.0,20.6,24.3,167.909,4.31,80.0,83.0,25.0,83.0,80.0,0.23,3966.0,40.26,2.5,2.3,6.5,0.0,1.0,73.2,8.285513309079741,3.695358420211645,5.123422165982206
Colombia,South America,2002.0,19.9,23.5,165.1785,4.32,78.0,93.0,25.0,83.0,81.0,0.23,4003.0,40.88,2.5,2.3,6.5,0.0,1.0,73.5,8.294799358992574,3.7106409458954492,5.107026707338796
